x,t=steady
8.166633165829145303e-04,1.580094525327423693e+19
8.467989949748742527e-04,1.580087070933456282e+19
8.769346733668340835e-04,1.580079486350052147e+19
9.070703517587939144e-04,1.580071768170456474e+19
9.372060301507536368e-04,1.580063912873601024e+19
9.673417085427134677e-04,1.580055916819477299e+19
9.974773869346731901e-04,1.580047776244277453e+19
1.027613065326633129e-03,1.580039487255322419e+19
1.057748743718592852e-03,1.580031045825728717e+19
1.087884422110552574e-03,1.580022447788836659e+19
1.118020100502512514e-03,1.580013688832351846e+19
1.148155778894472236e-03,1.580004764492215296e+19
1.178291457286431958e-03,1.579995670146159821e+19
1.208427135678391898e-03,1.579986401006957773e+19
1.238562814070351620e-03,1.579976952115330867e+19
1.268698492462311343e-03,1.579967318332498944e+19
1.298834170854271282e-03,1.579957494332363366e+19
1.328969849246231004e-03,1.579947474593284506e+19
1.359105527638190727e-03,1.579937253389448192e+19
1.389241206030150666e-03,1.579926824781778125e+19
1.419376884422110388e-03,1.579916182608390963e+19
1.449512562814070111e-03,1.579905320474545562e+19
1.479648241206030050e-03,1.579894231742059520e+19
1.509783919597989773e-03,1.579882909518187725e+19
1.539919597989949712e-03,1.579871346643882394e+19
1.570055276381909434e-03,1.579859535681448755e+19
1.600190954773869157e-03,1.579847468901519974e+19
1.630326633165829096e-03,1.579835138269333504e+19
1.660462311557788818e-03,1.579822535430250496e+19
1.690597989949748541e-03,1.579809651694486118e+19
1.720733668341708480e-03,1.579796478020985651e+19
1.750869346733668203e-03,1.579783005000401715e+19
1.781005025125627925e-03,1.579769222837125325e+19
1.811140703517587864e-03,1.579755121330279424e+19
1.841276381909547587e-03,1.579740689853646848e+19
1.871412060301507309e-03,1.579725917334433587e+19
1.901547738693467248e-03,1.579710792230808986e+19
1.931683417085426971e-03,1.579695302508124160e+19
1.961819095477386910e-03,1.579679435613760307e+19
1.991954773869346416e-03,1.579663178450450022e+19
2.022090452261306355e-03,1.579646517348047872e+19
2.052226130653266294e-03,1.579629438033565696e+19
2.082361809045225800e-03,1.579611925599436595e+19
2.112497487437185739e-03,1.579593964469798093e+19
2.142633165829145678e-03,1.579575538364738970e+19
2.172768844221105184e-03,1.579556630262315008e+19
2.202904522613065123e-03,1.579537222358192128e+19
2.233040201005025063e-03,1.579517296022752666e+19
